qd2.sql;117;3;47;1;37;
vf4.sql;655;14;88;82;118;87;45;144;45;
vd7.sql;58;24;115;
duc6.sql;5615;117;115;113;114;113;173;304;264;5;88;75;2;0;48;2;47;41;49;50;35;53;81;115;50;2;5;82330;1;86;1;51;2;81;70;36;125;83;2;2;40;2;2;82;113;49;9;109;108;81;143;2;2;50;43;114;9;147;42;92;85;86;103;1;48;49;94;1;43;113;87;8;86;23;51;89;43;705;8;81;24;81;2;82;39;25;39;1;91;44;82;82;114;44;116;49;45;42;39;80;80;4;115;167;157;114;
dp4.sql;116;
sd2.sql;50;24;1;1;24;
qd3.sql;40;80;86;88;
vd3.sql;30;26;48;
dsv3.sql;55;109;28;
dsv5.sql;156463;212;7;52;5;92;64;54;53;
dp1.sql;0;133;39;44;1;52;43;
qd1.sql;2;3;51092;211;
vf2b.sql;206;107;162;2;
sd3.sql;
duc2.sql;5486;41;38;39;38;33;27;30;25;29;22;32;38;3;62;3;89;61;80;48;2;88;118;173;65;47;3;150;42;2;70;183;70;14;11;91;89;54;83;26;82;81;82;0;25;24;1117;2;3;42;3;32;2;2;52;117;24;41;68;3;2;52;94;45;44;94;1;108;44;145;25;23;3;1;50;68;113;1;50;87;2;168;25;22;81;88;198;115;1;43;116;979;105;151;29;113;43;5;120;45;91;82;25;51;108;39;80;2;83;0;108;0;2;82;81;164;83128;147;27;36;2;1;40;2;115;82548;167;2;
vf3b.sql;60;81;25;39;25;
duc7.sql;132;54;48;50;43;39;64;184;133;91;54;67;69;175;1;120;0;1;10;121;2;48;359;2;53;2;23;46;41;39;24;6;38;40;125;2;47;79;38;3;2;1;82;83;88;51;61;116;109;1;109;83;23;1;82;1;3;82;37;2;2;89;23;88;122;41;2;29;1;83701;45;1159;119;1067;2;85;48;89;25;87;26;115;31;45;4;27;81;5;82;80;1;44;24;137;24;39;11;108;3;2;89;42;2;82;4;49;27;229;119;25;5;1;91;6;59;81773;2;2;
qd4.sql;84;93;9;
dsv5b.sql;235;137;1;40;36;
dsv4.sql;2471;40;26;874;
duc3.sql;419;49;64;48;42;88;81;157;56;102;54;2;52;49;79;86;42;34;1;70;173;2;40;56;6;104;374;80;48;54;29;124;52;1;48;5;26;24;39;1;2;53;91;24;97;2;24;49;47;39;126;125;60;90;2;23;7;97;1;1;2;43;6;25;39;2;82;49;87;1;43;40;1;82;45;86;35;87;1;49;118;49;94;31;44;2;44;44;3;23;23;112;157;44;48;107;24;139;2;84;38;106;80;678;107;25;1;80;22;0;159;30;3;49;39;54;80;2;50;
dsv6.sql;1038;58;206;7;4;
vd5.sql;75;91;57;2;81;44;86;
dp2.sql;2;2;1;114;86;1;
qd5.sql;95;122;50;51;87;
vf2.sql;16;100;8;7;
dv1.sql;25;5;81;117;
dsv1.sql;
vd1.sql;3;45;48;2;1;
vf3.sql;1;25;24;82;27;8;
duc4.sql;137;90;115;83;83;78;77;177;193;91;88;54;93;124;45;182;86;30;117;122;36;3;2;0;92;3;91;122;49;52;17;47;43;1;41;2;40;120;90;83;2;52;110;13;62;0;24;38;80;23;2;81;114;43;113;124;34;2;46;33;38;2;87;25;116;23;2;23;88;81;48;107;44;51;81;42;37;108;23;606;24;2;39;83;44;242;82166;26;105;109;
dp3.sql;25;124;40;
qd6.sql;48;88;24;80;6;
duc1.sql;137;1;3;3;2;162;1;80462;107;190;116;145;119;87;70;1;87;142;136;90;69;2;11;42;69;33;2;88;81;25;1;39;40;23;98;45;23;22;208;208;116;125;6;51;23;84;37;45;58;2;173;69;43;23;43;113;2;82;40;108;24;1;23;3;0;94;82;10;23;1;50;41;667;35;1;23;39;2;53;116;86;47;50;89;85;164;112;0;113;127;37;23;53;79;1;9;39;108;107;86;887;44;123;2;115;88;1;22;14;1;2;81;54;79;192;162;2;54;148;
sd1.sql;89;24;114;
vd6.sql;2;1;44;250;101;
duc5.sql;4313;82;89;81;78;236;101;95;67;6;240;91;42;31;28;28;122;36;124;2;85;1;117;125;35;10;44;81;110;1;109;89;35;26;1;2;112;38;3;177;35;2;1;43;24;86;114;39;82;866;39;39;123;65;2;1;86;43;43;44;81;2;70;1;0;45;43;0;48;41;322;58;115;115;2;39;44;81;5;81;82;2;2;2;146;1;100;91;81;81;2;2;55;45;1;112;52;53;15;81;113;18;50;1;57;
dsv2.sql;126;2;1075;1;
vd2.sql;51;2;3;84959;166;232;43;44;86;
