duc6.cy;2822;59;50;66;59;64;69;58;
duc4.cy;215;119;136;118;114;106;78;72;71;72;74;79;82;81;
duc2.cy;145;41;39;39;41;44;39;41;40;41;34;33;38;50;45;
dsv5b.cy;6;11;17;5;7;6;4;4;7;5;5;5;6;5;4;4;3;6;4;4;4;5;6;4;5;4;4;4;4;4;4;5;4;6;4;4;3;3;3;9;4;5;6;6;4;5;3;6;5;5;6;5;5;6;4;13;4;4;4;14;5;5;3;4;3;4;6;3;4;4;5;5;4;4;6;
qd3.cy;934;37;37;47;56;16;19;26;15;17;23;15;16;15;20;
vd5.cy;192;6;5;4;4;4;4;5;3;5;3;
vd3.cy;530;5;3;4;5;3;3;3;3;3;4;3;
vd7.cy;2602;9;11;7;8;6;7;
qd1.cy;81;4;4;3;5;3;5;4;4;3;3;5;3;4;3;5;
qd5.cy;132;5;6;5;5;5;6;5;5;5;
vf3.cy;683;5;5;6;4;5;7;5;6;5;6;4;6;
dsv5.cy;27;8;8;7;10;7;7;5;4;7;4;5;4;5;4;8;4;5;4;5;7;9;4;4;4;4;5;4;5;4;5;4;5;4;4;5;4;4;5;9;6;3;5;4;6;4;4;4;4;4;5;6;6;5;4;4;7;14;4;4;4;6;3;3;4;4;3;4;3;4;4;3;
vd2.cy;147;16;18;15;18;13;7;7;7;7;10;9;10;9;7;7;8;7;10;
sd2.cy;200;58;57;51;55;61;67;62;54;68;70;
dsv1.cy;1490;297;188;142;125;144;139;91;91;104;96;135;99;102;112;88;88;84;129;83;87;121;89;102;88;95;158;90;82;84;81;88;82;80;87;119;84;90;96;186;124;119;81;92;97;80;90;90;82;92;88;89;121;91;89;82;84;120;120;103;94;84;81;90;
dp2.cy;68;5;4;4;5;15;5;3;4;5;4;3;3;4;5;10;4;3;
dsv3.cy;32;4;7;4;3;3;4;4;3;4;5;4;3;4;4;4;4;3;4;3;3;3;4;4;4;3;3;4;4;5;6;3;3;3;3;4;4;4;5;3;4;3;3;4;4;3;3;4;4;4;3;3;3;3;3;4;4;4;5;
dp4.cy;109;4;5;3;4;4;6;
duc7.cy;10740;35;29;37;60;25;40;36;26;31;41;25;27;
dv1.cy;61;8;5;4;6;6;6;8;5;4;4;7;5;6;5;4;5;5;5;3;3;4;3;4;4;5;5;3;4;5;4;4;5;3;3;5;3;4;4;3;4;3;5;3;4;4;4;5;5;4;3;3;3;5;3;4;4;4;4;3;3;4;3;3;4;4;3;4;3;
vf2b.cy;7;6;5;6;4;5;3;6;4;5;3;3;4;3;6;5;
duc3.cy;207;80;81;91;79;74;87;77;75;100;80;107;130;74;96;82;
duc5.cy;356;94;87;128;132;94;121;124;
duc1.cy;10;4;4;4;4;4;5;4;7;7;4;4;4;4;4;
qd2.cy;86;3;4;6;4;4;3;3;3;4;5;4;5;3;4;4;
vd6.cy;277;48;48;46;56;42;47;58;55;
vf3b.cy;4;4;7;8;4;4;4;4;4;3;
qd4.cy;228;4;4;4;3;5;5;5;5;3;4;5;
qd6.cy;216;4;5;5;4;4;4;4;4;4;6;4;4;5;
dsv6.cy;57837;4804;4370;4783;5109;4882;4754;12007;11112;11674;12026;11786;12189;12220;12288;11429;13583;11289;15765;12551;11027;16421;11301;10205;17257;11125;13965;10631;16737;11262;14984;12469;18486;14760;10547;16028;11083;18550;11343;11148;15981;11218;11522;10702;16680;14904;10384;13753;11412;11309;10987;11152;15811;11972;10886;10806;10929;10919;14784;11152;10756;16266;12262;13811;11769;12786;18906;11417;11114;10728;17598;12518;16028;10956;18306;11273;12338;10908;
sd1.cy;1102;71;66;67;57;61;66;56;87;69;66;69;74;
vf4.cy;369;6;7;7;5;6;4;6;6;4;6;6;
vf2.cy;46645;254;145;88;85;69;98;68;96;76;142;
dsv4.cy;22102;7605;7106;7932;7755;7409;5505;6262;7550;7122;7520;7279;7168;5863;6156;6145;5529;7348;7884;8483;6129;6466;7862;8456;7741;7049;5625;7045;5950;5883;6842;7557;7252;8440;7337;7798;7963;7580;8291;7803;6729;5670;5589;5839;7285;8493;6914;6033;8483;5600;5886;6817;5880;8101;6220;5687;8515;5585;6347;8124;5666;7560;7594;6685;5751;8322;7299;
sd3.cy;195;70;62;60;60;61;157;77;62;68;
vd1.cy;57;10;9;5;5;5;6;5;6;4;6;4;6;7;6;
dp1.cy;13;3;4;4;3;3;3;
dsv2.cy;2510;307;365;352;276;266;307;349;378;238;224;230;272;233;231;239;235;303;234;328;231;247;233;238;249;233;230;233;231;318;232;295;234;298;315;315;232;235;229;227;236;319;236;330;322;345;240;304;233;228;237;225;229;237;239;238;234;234;332;228;234;313;271;237;240;236;237;323;311;
dp3.cy;85;5;3;4;4;3;3;5;4;4;
