duc7.sparql;1234;595;606;624;706;676;588;595;609;602;675;600;631;991;597;597;628;603;622;626;608;627;607;624;586
duc6.sparql;556;327;339;113;147;150;170;149;168;146;327;170;267;281;165;101;140;292;99;303;117;139;158;139;173
vd7.sparql;962;914;916;1023;928;881;1023;934;900;900;900;1021;906;901;1019;930;894;1015;871;899;864;890;861;898;895
vf2b.sparql;2940;2949;2494;2332;3678;3032;3630;2483;2659;2879;2489;2498;3072;2503;3315;2884;3321;2327;2510;3305;2422;2533;2469;2706;2448
vd6.sparql;86;28;30;25;32;31;24;45;30;41;21;24;33;30;21;19;26;19;24;24;24;20;28;18;24
dsv5b.sparql;8389;5948;5680;6888;5439;5551;7286;6777;8881;5784;5592;7081;5581;5844;6812;5506;5889;6183;5487;5681;5456;5569;9135;6210;5605
vf3b.sparql;2284;2106;2144;2117;2183;2082;1780;1737;1727;1807;1637;1740;1717;1664;1912;1981;1752;1975;1743;1622;2083;1649;1734;1815;1627
dv1.sparql;41;7;6;6;6;5;7;5;6;5;5;5;5;5;5;5;4;4;4;4;4;3;4;4;8
sd1.sparql;107;22;15;11;8;8;13;33;8;10;8;10;14;8;12;7;8;11;12;10;7;7;11;8;7
duc1.sparql;190;21;14;13;8;14;9;6;7;6;6;8;5;6;9;5;5;5;5;5;12;4;6;4;5
vd1.sparql;47;15;13;14;12;11;8;21;13;9;8;10;9;11;12;7;7;7;10;10;10;7;10;10;12
vd2.sparql;1055;826;1022;682;679;679;660;670;657;682;659;667;709;659;1021;665;656;659;1017;674;663;650;701;660;672
vd3.sparql;115;51;49;43;35;45;44;48;42;42;33;30;29;32;72;29;31;34;59;42;37;41;33;40;40
vd5.sparql;735;640;628;964;618;627;823;965;616;604;623;597;611;788;1004;602;628;641;606;630;601;644;598;618;613
vf2.sparql;7470;5591;4156;4392;4292;4259;4272;4122;4357;5553;5208;4536;5206;4095;4323;5574;4049;4763;5291;4094;4594;4139;4734;4059;4060
vf3.sparql;4104;4430;5791;4110;4275;3956;6030;3932;4236;4413;4011;4172;4429;5410;4130;6456;4550;3940;4382;3939;4329;3989;4408;4272;3943
duc2.sparql;815;581;635;586;556;562;567;558;559;920;557;568;557;559;584;559;554;558;552;587;560;563;553;561;597
duc3.sparql;132;36;28;42;36;26;38;22;27;24;27;31;33;28;35;20;28;26;28;27;31;20;24;21;33
duc4.sparql;541;222;167;311;177;300;196;171;177;171;180;178;167;300;313;164;176;179;188;176;174;163;182;169;190
duc5.sparql;1731;564;692;1221;531;524;559;701;545;527;595;528;947;547;906;1159;714;918;1165;515;964;519;530;516;724
sd3.sparql;68;21;22;20;16;14;15;13;13;13;14;12;13;15;15;10;10;11;13;14;14;9;11;9;9
vf4.sparql;2724;2275;1867;2246;2281;1860;2004;1994;1862;2075;1840;1865;2083;1857;1870;2084;2065;1856;1972;1851;2053;1877;2011;1891;1954
sd2.sparql;83;17;15;13;10;9;12;11;11;18;13;11;10;10;10;14;10;14;10;23;11;13;12;9;9
dp3.sparql;223;23;17;20;16;15;13;12;13;12;15;10;16;12;12;13;10;11;9;10;10;10;12;9;13
dsv1.sparql;132;11;6;8;6;5;6;4;6;4;6;4;4;16;7;5;4;4;8;14;4;9;4;5;5
dsv2.sparql;823;27;87;23;19;41;13;28;10;18;44;8;19;58;20;20;34;43;11;24;16;18;24;19;38
qd3.sparql;1079;725;709;700;1017;708;701;727;700;862;722;698;716;701;710;706;707;701;753;711;1013;719;1014;720;698
qd4.sparql;1102;952;958;945;980;955;942;1017;936;961;942;939;949;949;941;945;958;930;933;957;930;962;924;942;957
dsv3.sparql;271;10;15;9;16;8;6;8;5;5;7;9;5;7;5;10;9;4;5;6;4;4;4;4;6
dsv4.sparql;11336;3176;4543;2480;3429;4533;2497;2650;2549;4490;2785;2516;2655;2722;2502;4481;3736;2933;2474;2691;4241;2718;2600;2690;2710
qd1.sparql;137;37;35;28;24;30;24;23;27;26;24;24;36;24;21;33;25;31;20;22;22;21;21;28;22
qd2.sparql;1067;598;573;638;564;623;733;550;881;699;570;744;801;570;582;589;571;568;866;632;467;570;597;849;691
qd5.sparql;816;422;410;415;419;415;408;416;412;408;522;412;413;418;410;408;391;419;405;639;406;532;412;413;387
qd6.sparql;1116;1025;1020;1023;1024;1017;1017;1016;1016;1016;1015;1018;1019;1015;1015;1023;1012;1018;1015;1018;1016;1015;1015;1013;1018
dsv5.sparql;8388;3260;4361;3299;3254;3202;3343;3344;3239;3229;3209;3170;3185;3258;3162;3324;3204;3276;3266;3202;3232;3200;3208;3267;4609
dsv6.sparql;855;881;781;552;699;692;893;521;970;506;501;822;870;507;859;491;507;504;502;520;828;697;548;519;542
dp1.sparql;863;7;7;4;5;6;4;4;5;5;5;4;5;4;4;4;4;4;4;4;3;4;3;4;4
dp2.sparql;1286;18;13;20;11;14;10;10;11;15;12;8;11;8;8;11;9;10;9;7;8;7;9;8;9
dp4.sparql;150;39;21;17;18;16;22;21;15;15;13;17;16;13;15;18;23;15;12;10;11;15;14;27;11
