duc7.sparql;19;17;18;20;22;20;20
duc6.sparql;84;13;13;12;13;11;11;12;11;11;12;13;13
vd7.sparql;167;87;83;86;80;79;86
vf2b.sparql;263;57;58;55;52;80;57;57;85;55;53;63;59;59;60;58;60;54;53;53;57;53;59;54;57;80;58;54;75;79;53;65;53;59;54;61;53;53;59;51;58;52;59;59;56;51;54;81;59;52;60;62;205;56;52;52;51;59;58;53;52;57;59;57;53;57;54;55;59;53;60;79;65;58;54;53;56;58;58;54;54;53;59;57;60;55;52;59;53;54;54;53;54;53;79;58;58;58;53;53;57;55;52;57;54;54;52;54;53;57;58;58;51;58;59;60;55;58;52;59;53;54;59;55;55;58;57;52;203;57;53
vd6.sparql;22;19;22;17;15;16;22;15;19;21;14
vf3b.sparql;5704;1006;1007;1005;1006;1000;1008;1014;1006;1006;995;997;1016;1010;1013;1004;998;1478;993;1004;1010;1009;1010;1017;1001;1012;1008;1000;1012;1005;1006;1011;1011;1006;1010;1003;1004;1011;1009;1013;1000;1010;1008;1003;1001;1480;1007;997;1001;993;997;997;993;995;1005;994;1002;1501;997;998;1003;998;1000;1001;1011;1008;1002;1010;1006;1003;1007;1008;1020;1006;1012;1012;1004;996;996;999;1002;1006;1009;1009;1008;1003;1010;1009;1012;1012;1011;1007;1011;1008;1004;1003;1003;1505;1006;1002;1002;1008;1001;1011;1008;1009;1494;1007;1006;1005;1008;1008;996;1284;1005;999;1005;1001;1000;1003;1006;1003;1011;1003;1007;1010;1037;1017;1009;1018;997;1004;1005;1006;1002;1000;1005;996;1003;998;993;1004;1001;1003
dsv5b.sparql;13913;13733;13774;14001;13800;15083
sd1.sparql;12;7;8;10;7;7;7;7;7;7;6;7
dv1.sparql;82;2;5;2;4;2;2;2
duc1.sparql;76;12;12;13;13;13;18
vd1.sparql;1267;4;4;5;4;4;4;6;6;4;4;5;4
vd5.sparql;166;45;38;45;43;38;40;39;57;44;46;42;38
vd2.sparql;39;14;13;15;13;16;15;14;16
vd3.sparql;21;5;8;8;6;6;6;6
vf2.sparql;160;111;102;104;104;103;104;133;105;103;100;101;98;107;113;100;106;100;288;104;99;113;106;99;98;101;107;98;105;98;106;105;98;96;104;100;103;97;105;104;98;97;98;98;106;106;150;111;103;105;98;107;98;107;99;106;105;105;105;100;103;105;103;105;96;103;111;104;103;106;105;302;101;107;144;104;100;108;99;107;98;101;101;98;110;97;99;99;99;99;104;108;106;98;150;112;148;109;97;269;108;105;105;98;106;105;98;100;105;106;98;107;137;109;105;104;104;108;99;103;102;101;99;97;106;105;100;105;106;105;105;97;103;106;98;100
vf3.sparql;3074;1639;1629;1637;1630;1825;1632;1619;1639;1628;1629;1627;1904;1652;1628;1652;1626;1631;1635;1644;1634;1634;2399;1633;1635;1637;1629;1675;1644;1624;1619;1630;1617;1627;1619;1618;2172;1619;1618;1614;1618;1613;1627;1629;1617;1619;1615;1626;1618;1617;1622;1633;1797;1637;1633;1640;1641;1628;1642;1637;1632;2438;1633;1642;1633;1633;1632;2029;1620;1628;1624;1620;1635;1633;1636;1634;1640;1630;1634;2224;1625;1634;1639;1636;1625;1623;1632;1646;1633;1623;1631;1626;1638;1633;1638;1634;2450;1638;1633;1627;1634;2282;2136;1641;2430;1625;1634;1632;1617;1612;1625;1634;1627;1635;1634;1635;1643;1632;1643;1633;1623;1613;1611;1641;1624;1638;1630;1707;1623;1616;1618;1623;1623;1634
duc3.sparql;63;6;7
duc4.sparql;64;28;42;25;27;27;26
duc2.sparql;47;18;18;21;19;20
duc5.sparql;541;473;309;308
vf4.sparql;1671;212;215;219;217;222;319;220;214;218;218;213;212;319;321;213;217;217;215;220;212;222;213;222;221;213;218;220;220;212;213;222;217;210;212;211;219;209;211;210;217;210;212;210;211;210;210;216;209;217;211;219;218;217;209;209;219;212;222;214;212;221;219;221;217;223;213;217;213;211;211;212;218;210;214;211;217;223;214;213;220;211;212;214;212;219;214;219;220;213;221;217;218;210;209;211;218;324;223;212;221;225;219;211;219;216;212;220;214;221;213;214;318;318;212;211;221;212;212;219;214;219;218;218;214;219;219;213;217;221;217;220;217;320;220;211;218;220;213;212;220;212;217;217;283
sd3.sparql;106;5;3;5;4;4;5
sd2.sparql;184;2;2;2;2;2;1;2;1;2
dp3.sparql;19;4;4;4;4;5;4;4;3;4;4;4;4;4
qd3.sparql;41;15;14;14;16;14;16;14;15;16
qd4.sparql;32;9;8;9;10;9;10
dsv2.sparql;43;34;33;37
dsv1.sparql;1419;103;91
dsv4.sparql;2232;1960;1357;1403;1402;1355;1368;1367;1352
dsv3.sparql;146;2;2;2;2;2;2;2;3;3
qd1.sparql;210;6;5;6;5;5;5;5;5;4;5;4;6;5;5;4
qd6.sparql;160;49;48;54;50;53;46;67;53;49;47;54
qd2.sparql;12;6;7;7;12;6;6
qd5.sparql;48;25;23;25;24;23;34;24
dsv5.sparql;15469;1575;1627;1865;1711;2493;1824;1836
dsv6.sparql;210;133;136;133;78;78;77;77;82
dp1.sparql;10;2;2;4;2;2
dp2.sparql;43;5;3;3;4;3;3;4
dp4.sparql;8;4;4
